"date","log_return","price"
2017-01-04,0.00383774092245748,91.427978515625
2017-01-05,0.0155319162460614,92.8591156005859
2017-01-06,-0.00922381454573884,92.0065383911133
2017-01-09,0.00799393051443875,92.7449798583984
2017-01-10,-0.000657325449785695,92.6840362548828
2017-01-11,0.00336222500481576,92.9961853027344
2017-01-12,-0.00221268219227166,92.790641784668
2017-01-13,-0.00476985023606158,92.3490982055664
2017-01-17,0.0104150075412921,93.3159408569336
2017-01-18,-0.0128909765215788,92.1207275390625
2017-01-19,-0.00688266117779168,91.4888687133789
2017-01-20,-0.00199897300670582,91.3061676025391
2017-01-23,0.00995539232657006,92.2196960449219
2017-01-24,-0.00687516607939465,91.5878448486328
2017-01-25,-0.012630365021554,90.4383316040039
2017-01-26,0.00336166447798636,90.7428665161133
2017-01-27,0.00360058465579538,91.070182800293
2017-01-30,-0.00301423493737829,90.7960891723633
2017-01-31,0.00693532840130118,91.427978515625
2017-02-01,-0.00620253853496955,90.8626480102539
2017-02-02,-0.000419667328473317,90.8245239257812
2017-02-03,-0.000420263706955026,90.7863616943359
2017-02-06,0.00603275142838289,91.3357086181641
2017-02-07,0.00732271224655268,92.0069885253906
2017-02-08,0.0135073074465799,93.258186340332
2017-02-09,-0.011601506272986,92.182502746582
2017-02-10,-0.000579598841282447,92.1290893554688
2017-02-13,-0.00315148562843603,91.8392028808594
2017-02-14,-0.00725371326673763,91.1754379272461
2017-02-15,-0.00461225046226499,90.7558822631836
2017-02-16,0.0054489331609755,91.2517547607422
2017-02-17,0.00591813346592396,91.7933959960938
2017-02-21,-0.00174660385939607,91.6332092285156
2017-02-22,0.00166356867483053,91.785774230957
2017-02-23,0.0029875005023845,92.0603942871094
2017-02-24,0.0110437982202081,93.0827255249023
2017-02-27,-0.00591778871502324,92.5335083007812
2017-02-28,0.00370223724655805,92.8767242431641
2017-03-01,-0.0168977357462419,91.3205032348633
2017-03-02,-0.00360620887060126,90.9917755126953
2017-03-03,0.00260090496614396,91.2287445068359
2017-03-06,-0.00478717411473006,90.7930603027344
2017-03-07,-0.00303575472873785,90.5178527832031
2017-03-08,-0.00541874088068983,90.0286865234375
2017-03-09,-0.00801312838947954,89.3101577758789
2017-03-10,0.00350263921326199,89.6235275268555
2017-03-13,-0.00633081273331548,89.0579299926758
2017-03-14,0.00479496184680972,89.4859848022461
2017-03-15,0.0121405742099743,90.5790176391602
2017-03-16,-0.00507621389975377,90.1203842163086
2017-03-17,0.00625716717958102,90.6860504150391
